,result,fb,fbassist,fbvictim,fbtime,fd,fdtime,herald,heraldtime,ft,fttime,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15,side_Blue,side_Red
6118,1.0,1.0,1.0,0.0,4.77815,1.0,12.90665,-9999.0,-9999.0,-9999.0,-9999.0,15921.0,15774.0,147.0,24114.0,23424.0,690.0,18291.0,18010.0,281.0,311.0,301.0,10.0,526.0,511.0,15.0,1,0
6119,0.0,0.0,0.0,1.0,4.77815,0.0,12.90665,-9999.0,-9999.0,-9999.0,-9999.0,15774.0,15921.0,-147.0,23424.0,24114.0,-690.0,18010.0,18291.0,-281.0,301.0,311.0,-10.0,511.0,526.0,-15.0,0,1
6130,1.0,0.0,0.0,1.0,8.5218,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15278.0,15892.0,-614.0,23516.0,24435.0,-919.0,18655.0,19236.0,-581.0,300.0,357.0,-57.0,504.0,578.0,-74.0,1,0
6131,0.0,1.0,1.0,0.0,8.5218,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15892.0,15278.0,614.0,24435.0,23516.0,919.0,19236.0,18655.0,581.0,357.0,300.0,57.0,578.0,504.0,74.0,0,1
6142,0.0,0.0,0.0,1.0,6.124533333,-9999.0,-9999.0,0.0,11.60753333,0.0,13.5242,15299.0,15783.0,-484.0,23026.0,24702.0,-1676.0,18972.0,19311.0,-339.0,356.0,345.0,11.0,562.0,563.0,-1.0,1,0
6143,1.0,1.0,1.0,0.0,6.124533333,-9999.0,-9999.0,1.0,11.60753333,1.0,13.5242,15783.0,15299.0,484.0,24702.0,23026.0,1676.0,19311.0,18972.0,339.0,345.0,356.0,-11.0,563.0,562.0,1.0,0,1
6154,1.0,1.0,1.0,0.0,13.28526667,1.0,13.73681667,0.0,14.1131,-9999.0,-9999.0,15373.0,15715.0,-342.0,23769.0,23710.0,59.0,19342.0,20043.0,-701.0,356.0,364.0,-8.0,572.0,575.0,-3.0,1,0
6155,0.0,0.0,0.0,1.0,13.28526667,0.0,13.73681667,1.0,14.1131,-9999.0,-9999.0,15715.0,15373.0,342.0,23710.0,23769.0,-59.0,20043.0,19342.0,701.0,364.0,356.0,8.0,575.0,572.0,3.0,0,1
6166,0.0,1.0,1.0,0.0,10.56333333,0.0,8.90235,-9999.0,-9999.0,-9999.0,-9999.0,15658.0,15321.0,337.0,24358.0,24982.0,-624.0,20033.0,19095.0,938.0,366.0,365.0,1.0,564.0,555.0,9.0,1,0
6167,1.0,0.0,0.0,1.0,10.56333333,1.0,8.90235,-9999.0,-9999.0,-9999.0,-9999.0,15321.0,15658.0,-337.0,24982.0,24358.0,624.0,19095.0,20033.0,-938.0,365.0,366.0,-1.0,555.0,564.0,-9.0,0,1
6178,1.0,1.0,1.0,0.0,4.54485,1.0,10.41758333,-9999.0,-9999.0,1.0,13.82255,16845.0,15427.0,1418.0,25969.0,23765.0,2204.0,20211.0,19478.0,733.0,348.0,351.0,-3.0,575.0,571.0,4.0,1,0
6179,0.0,0.0,0.0,1.0,4.54485,0.0,10.41758333,-9999.0,-9999.0,0.0,13.82255,15427.0,16845.0,-1418.0,23765.0,25969.0,-2204.0,19478.0,20211.0,-733.0,351.0,348.0,3.0,571.0,575.0,-4.0,0,1
6190,0.0,0.0,0.0,1.0,14.9916,1.0,14.42741667,1.0,11.06678333,-9999.0,-9999.0,14965.0,15245.0,-280.0,22781.0,24175.0,-1394.0,19581.0,18692.0,889.0,336.0,323.0,13.0,551.0,537.0,14.0,1,0
6191,1.0,1.0,1.0,0.0,14.9916,0.0,14.42741667,0.0,11.06678333,-9999.0,-9999.0,15245.0,14965.0,280.0,24175.0,22781.0,1394.0,18692.0,19581.0,-889.0,323.0,336.0,-13.0,537.0,551.0,-14.0,0,1
6202,1.0,1.0,1.0,0.0,5.4829166670000005,1.0,8.260916667,1.0,10.49255,1.0,13.39165,16962.0,15693.0,1269.0,28574.0,23591.0,4983.0,20558.0,19230.0,1328.0,380.0,340.0,40.0,560.0,522.0,38.0,1,0
6203,0.0,0.0,0.0,1.0,5.4829166670000005,0.0,8.260916667,0.0,10.49255,0.0,13.39165,15693.0,16962.0,-1269.0,23591.0,28574.0,-4983.0,19230.0,20558.0,-1328.0,340.0,380.0,-40.0,522.0,560.0,-38.0,0,1
6214,1.0,0.0,0.0,1.0,5.64835,1.0,8.346833333,-9999.0,-9999.0,-9999.0,-9999.0,16223.0,16196.0,27.0,24434.0,25139.0,-705.0,19856.0,19820.0,36.0,330.0,362.0,-32.0,525.0,587.0,-62.0,1,0
6215,0.0,1.0,1.0,0.0,5.64835,0.0,8.346833333,-9999.0,-9999.0,-9999.0,-9999.0,16196.0,16223.0,-27.0,25139.0,24434.0,705.0,19820.0,19856.0,-36.0,362.0,330.0,32.0,587.0,525.0,62.0,0,1
6226,0.0,0.0,0.0,1.0,7.586533332999999,0.0,9.904716667,1.0,10.74555,1.0,8.056566667,15535.0,15650.0,-115.0,24593.0,24304.0,289.0,18514.0,18742.0,-228.0,311.0,334.0,-23.0,483.0,562.0,-79.0,1,0
6227,1.0,1.0,1.0,0.0,7.586533332999999,1.0,9.904716667,0.0,10.74555,0.0,8.056566667,15650.0,15535.0,115.0,24304.0,24593.0,-289.0,18742.0,18514.0,228.0,334.0,311.0,23.0,562.0,483.0,79.0,0,1
6238,1.0,0.0,0.0,1.0,9.783566667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14986.0,16242.0,-1256.0,22945.0,24555.0,-1610.0,18968.0,19847.0,-879.0,336.0,337.0,-1.0,545.0,567.0,-22.0,1,0
6239,0.0,1.0,1.0,0.0,9.783566667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16242.0,14986.0,1256.0,24555.0,22945.0,1610.0,19847.0,18968.0,879.0,337.0,336.0,1.0,567.0,545.0,22.0,0,1
6250,0.0,0.0,0.0,1.0,9.567116667,-9999.0,-9999.0,1.0,12.3346,0.0,11.60033333,14950.0,15910.0,-960.0,23793.0,25590.0,-1797.0,18438.0,19652.0,-1214.0,339.0,334.0,5.0,539.0,525.0,14.0,1,0
6251,1.0,1.0,1.0,0.0,9.567116667,-9999.0,-9999.0,0.0,12.3346,1.0,11.60033333,15910.0,14950.0,960.0,25590.0,23793.0,1797.0,19652.0,18438.0,1214.0,334.0,339.0,-5.0,525.0,539.0,-14.0,0,1
6262,1.0,0.0,0.0,1.0,8.388,-9999.0,-9999.0,1.0,10.87173333,1.0,13.83895,15043.0,15455.0,-412.0,24651.0,22757.0,1894.0,18801.0,19026.0,-225.0,342.0,335.0,7.0,549.0,523.0,26.0,1,0
6263,0.0,1.0,1.0,0.0,8.388,-9999.0,-9999.0,0.0,10.87173333,0.0,13.83895,15455.0,15043.0,412.0,22757.0,24651.0,-1894.0,19026.0,18801.0,225.0,335.0,342.0,-7.0,523.0,549.0,-26.0,0,1
6274,0.0,0.0,0.0,1.0,13.6021,0.0,12.18408333,1.0,12.29461667,0.0,11.78186667,14862.0,15697.0,-835.0,21952.0,25344.0,-3392.0,19185.0,19078.0,107.0,332.0,361.0,-29.0,513.0,551.0,-38.0,1,0
6275,1.0,1.0,1.0,0.0,13.6021,1.0,12.18408333,0.0,12.29461667,1.0,11.78186667,15697.0,14862.0,835.0,25344.0,21952.0,3392.0,19078.0,19185.0,-107.0,361.0,332.0,29.0,551.0,513.0,38.0,0,1
6286,0.0,0.0,0.0,1.0,3.040716667,0.0,10.90728333,1.0,12.05983333,1.0,10.30256667,16182.0,15642.0,540.0,25656.0,24461.0,1195.0,19659.0,18435.0,1224.0,319.0,327.0,-8.0,494.0,535.0,-41.0,1,0
6287,1.0,1.0,1.0,0.0,3.040716667,1.0,10.90728333,0.0,12.05983333,0.0,10.30256667,15642.0,16182.0,-540.0,24461.0,25656.0,-1195.0,18435.0,19659.0,-1224.0,327.0,319.0,8.0,535.0,494.0,41.0,0,1
6298,1.0,0.0,0.0,1.0,7.160433332999999,-9999.0,-9999.0,0.0,13.70635,1.0,13.40096667,15438.0,15514.0,-76.0,24803.0,23011.0,1792.0,18785.0,18836.0,-51.0,370.0,334.0,36.0,563.0,515.0,48.0,1,0
6299,0.0,1.0,1.0,0.0,7.160433332999999,-9999.0,-9999.0,1.0,13.70635,0.0,13.40096667,15514.0,15438.0,76.0,23011.0,24803.0,-1792.0,18836.0,18785.0,51.0,334.0,370.0,-36.0,515.0,563.0,-48.0,0,1
6310,0.0,0.0,0.0,1.0,7.9001,1.0,13.83511667,-9999.0,-9999.0,-9999.0,-9999.0,15300.0,15146.0,154.0,22829.0,23860.0,-1031.0,18436.0,18800.0,-364.0,321.0,322.0,-1.0,506.0,541.0,-35.0,1,0
6311,1.0,1.0,1.0,0.0,7.9001,0.0,13.83511667,-9999.0,-9999.0,-9999.0,-9999.0,15146.0,15300.0,-154.0,23860.0,22829.0,1031.0,18800.0,18436.0,364.0,322.0,321.0,1.0,541.0,506.0,35.0,0,1
6322,1.0,1.0,1.0,0.0,5.7078,1.0,13.78071667,1.0,11.78121667,1.0,9.427383333,17828.0,14668.0,3160.0,28596.0,22618.0,5978.0,20260.0,17947.0,2313.0,340.0,312.0,28.0,551.0,474.0,77.0,1,0
6323,0.0,0.0,0.0,1.0,5.7078,0.0,13.78071667,0.0,11.78121667,0.0,9.427383333,14668.0,17828.0,-3160.0,22618.0,28596.0,-5978.0,17947.0,20260.0,-2313.0,312.0,340.0,-28.0,474.0,551.0,-77.0,0,1
6334,0.0,1.0,1.0,0.0,6.114466667,-9999.0,-9999.0,-9999.0,-9999.0,0.0,14.41141667,15950.0,15381.0,569.0,24440.0,24955.0,-515.0,17371.0,18279.0,-908.0,313.0,322.0,-9.0,532.0,543.0,-11.0,1,0
6335,1.0,0.0,0.0,1.0,6.114466667,-9999.0,-9999.0,-9999.0,-9999.0,1.0,14.41141667,15381.0,15950.0,-569.0,24955.0,24440.0,515.0,18279.0,17371.0,908.0,322.0,313.0,9.0,543.0,532.0,11.0,0,1
6346,0.0,0.0,0.0,1.0,8.169016667000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14750.0,15851.0,-1101.0,23121.0,23680.0,-559.0,18804.0,19472.0,-668.0,332.0,350.0,-18.0,541.0,562.0,-21.0,1,0
6347,1.0,1.0,1.0,0.0,8.169016667000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15851.0,14750.0,1101.0,23680.0,23121.0,559.0,19472.0,18804.0,668.0,350.0,332.0,18.0,562.0,541.0,21.0,0,1
6358,1.0,1.0,1.0,0.0,0.841,1.0,12.02125,0.0,13.82446667,1.0,12.94108333,16478.0,15871.0,607.0,27038.0,23651.0,3387.0,19472.0,20194.0,-722.0,351.0,348.0,3.0,561.0,556.0,5.0,1,0
6359,0.0,0.0,0.0,1.0,0.841,0.0,12.02125,1.0,13.82446667,0.0,12.94108333,15871.0,16478.0,-607.0,23651.0,27038.0,-3387.0,20194.0,19472.0,722.0,348.0,351.0,-3.0,556.0,561.0,-5.0,0,1
6370,0.0,1.0,1.0,0.0,2.088616667,0.0,9.710816667000001,-9999.0,-9999.0,-9999.0,-9999.0,15345.0,16058.0,-713.0,23015.0,24966.0,-1951.0,18299.0,19191.0,-892.0,329.0,337.0,-8.0,536.0,564.0,-28.0,1,0
6371,1.0,0.0,0.0,1.0,2.088616667,1.0,9.710816667000001,-9999.0,-9999.0,-9999.0,-9999.0,16058.0,15345.0,713.0,24966.0,23015.0,1951.0,19191.0,18299.0,892.0,337.0,329.0,8.0,564.0,536.0,28.0,0,1
6382,1.0,0.0,0.0,1.0,4.8625,1.0,11.39653333,-9999.0,-9999.0,1.0,14.97113333,15071.0,15608.0,-537.0,24118.0,24009.0,109.0,18464.0,18468.0,-4.0,326.0,330.0,-4.0,548.0,562.0,-14.0,1,0
6383,0.0,1.0,1.0,0.0,4.8625,0.0,11.39653333,-9999.0,-9999.0,0.0,14.97113333,15608.0,15071.0,537.0,24009.0,24118.0,-109.0,18468.0,18464.0,4.0,330.0,326.0,4.0,562.0,548.0,14.0,0,1
6394,1.0,1.0,1.0,0.0,14.1598,-9999.0,-9999.0,0.0,14.0742,-9999.0,-9999.0,14493.0,14518.0,-25.0,23146.0,22278.0,868.0,18390.0,18200.0,190.0,323.0,305.0,18.0,503.0,486.0,17.0,1,0
6395,0.0,0.0,0.0,1.0,14.1598,-9999.0,-9999.0,1.0,14.0742,-9999.0,-9999.0,14518.0,14493.0,25.0,22278.0,23146.0,-868.0,18200.0,18390.0,-190.0,305.0,323.0,-18.0,486.0,503.0,-17.0,0,1
6406,1.0,0.0,0.0,1.0,3.9254,0.0,10.07686667,1.0,12.69488333,0.0,12.92163333,14932.0,16441.0,-1509.0,23239.0,26310.0,-3071.0,18464.0,18937.0,-473.0,327.0,312.0,15.0,517.0,520.0,-3.0,1,0
6407,0.0,1.0,1.0,0.0,3.9254,1.0,10.07686667,0.0,12.69488333,1.0,12.92163333,16441.0,14932.0,1509.0,26310.0,23239.0,3071.0,18937.0,18464.0,473.0,312.0,327.0,-15.0,520.0,517.0,3.0,0,1
6418,1.0,1.0,1.0,0.0,8.747816667,1.0,9.88,1.0,12.85048333,1.0,9.372533333,16316.0,15680.0,636.0,25392.0,23624.0,1768.0,18612.0,18761.0,-149.0,332.0,316.0,16.0,549.0,520.0,29.0,1,0
6419,0.0,0.0,0.0,1.0,8.747816667,0.0,9.88,0.0,12.85048333,0.0,9.372533333,15680.0,16316.0,-636.0,23624.0,25392.0,-1768.0,18761.0,18612.0,149.0,316.0,332.0,-16.0,520.0,549.0,-29.0,0,1
6430,0.0,0.0,0.0,1.0,3.05405,0.0,8.67615,-9999.0,-9999.0,-9999.0,-9999.0,16556.0,16331.0,225.0,26011.0,24527.0,1484.0,18955.0,18056.0,899.0,347.0,334.0,13.0,580.0,555.0,25.0,1,0
6431,1.0,1.0,1.0,0.0,3.05405,1.0,8.67615,-9999.0,-9999.0,-9999.0,-9999.0,16331.0,16556.0,-225.0,24527.0,26011.0,-1484.0,18056.0,18955.0,-899.0,334.0,347.0,-13.0,555.0,580.0,-25.0,0,1
6442,1.0,0.0,0.0,1.0,14.9394,0.0,10.68211667,1.0,10.9106,0.0,12.00736667,15096.0,15325.0,-229.0,23375.0,24160.0,-785.0,18607.0,19082.0,-475.0,333.0,361.0,-28.0,534.0,554.0,-20.0,1,0
6443,0.0,1.0,1.0,0.0,14.9394,1.0,10.68211667,0.0,10.9106,1.0,12.00736667,15325.0,15096.0,229.0,24160.0,23375.0,785.0,19082.0,18607.0,475.0,361.0,333.0,28.0,554.0,534.0,20.0,0,1
6454,1.0,1.0,1.0,0.0,3.690383333,1.0,10.25135,-9999.0,-9999.0,1.0,12.86333333,15859.0,15761.0,98.0,25152.0,22832.0,2320.0,17876.0,18354.0,-478.0,322.0,318.0,4.0,535.0,505.0,30.0,1,0
6455,0.0,0.0,0.0,1.0,3.690383333,0.0,10.25135,-9999.0,-9999.0,0.0,12.86333333,15761.0,15859.0,-98.0,22832.0,25152.0,-2320.0,18354.0,17876.0,478.0,318.0,322.0,-4.0,505.0,535.0,-30.0,0,1
6466,1.0,1.0,0.0,0.0,4.166333333,1.0,7.4788,1.0,10.97296667,1.0,14.88008333,16025.0,15191.0,834.0,25694.0,22544.0,3150.0,20123.0,18919.0,1204.0,355.0,348.0,7.0,544.0,496.0,48.0,1,0
6467,0.0,0.0,0.0,1.0,4.166333333,0.0,7.4788,0.0,10.97296667,0.0,14.88008333,15191.0,16025.0,-834.0,22544.0,25694.0,-3150.0,18919.0,20123.0,-1204.0,348.0,355.0,-7.0,496.0,544.0,-48.0,0,1
6478,0.0,1.0,1.0,0.0,6.316616667000001,0.0,13.2605,1.0,13.43181667,0.0,12.91118333,15541.0,16142.0,-601.0,23920.0,26915.0,-2995.0,18408.0,19834.0,-1426.0,321.0,343.0,-22.0,502.0,549.0,-47.0,1,0
6479,1.0,0.0,0.0,1.0,6.316616667000001,1.0,13.2605,0.0,13.43181667,1.0,12.91118333,16142.0,15541.0,601.0,26915.0,23920.0,2995.0,19834.0,18408.0,1426.0,343.0,321.0,22.0,549.0,502.0,47.0,0,1
6490,0.0,0.0,0.0,1.0,6.399166667,0.0,9.863383333,-9999.0,-9999.0,-9999.0,-9999.0,15174.0,15750.0,-576.0,23246.0,24106.0,-860.0,18690.0,18617.0,73.0,346.0,364.0,-18.0,546.0,583.0,-37.0,1,0
6491,1.0,1.0,1.0,0.0,6.399166667,1.0,9.863383333,-9999.0,-9999.0,-9999.0,-9999.0,15750.0,15174.0,576.0,24106.0,23246.0,860.0,18617.0,18690.0,-73.0,364.0,346.0,18.0,583.0,546.0,37.0,0,1
6502,1.0,0.0,0.0,1.0,5.902716667000001,0.0,8.699833332999999,1.0,10.53113333,0.0,11.32053333,14993.0,14791.0,202.0,23002.0,23574.0,-572.0,18947.0,18267.0,680.0,338.0,313.0,25.0,537.0,525.0,12.0,1,0
6503,0.0,1.0,1.0,0.0,5.902716667000001,1.0,8.699833332999999,0.0,10.53113333,1.0,11.32053333,14791.0,14993.0,-202.0,23574.0,23002.0,572.0,18267.0,18947.0,-680.0,313.0,338.0,-25.0,525.0,537.0,-12.0,0,1
6514,0.0,1.0,0.0,0.0,4.499433333,1.0,12.67308333,1.0,13.2731,0.0,12.0053,14965.0,14819.0,146.0,23860.0,23275.0,585.0,18215.0,18198.0,17.0,295.0,315.0,-20.0,503.0,509.0,-6.0,1,0
6515,1.0,0.0,0.0,1.0,4.499433333,0.0,12.67308333,0.0,13.2731,1.0,12.0053,14819.0,14965.0,-146.0,23275.0,23860.0,-585.0,18198.0,18215.0,-17.0,315.0,295.0,20.0,509.0,503.0,6.0,0,1
6526,0.0,1.0,1.0,0.0,3.892733333,-9999.0,-9999.0,1.0,11.21066667,1.0,11.5686,15197.0,15646.0,-449.0,24175.0,24273.0,-98.0,19111.0,19406.0,-295.0,323.0,346.0,-23.0,534.0,560.0,-26.0,1,0
6527,1.0,0.0,0.0,1.0,3.892733333,-9999.0,-9999.0,0.0,11.21066667,0.0,11.5686,15646.0,15197.0,449.0,24273.0,24175.0,98.0,19406.0,19111.0,295.0,346.0,323.0,23.0,560.0,534.0,26.0,0,1
6538,1.0,0.0,0.0,1.0,3.497433333,0.0,6.114233333,0.0,11.70798333,0.0,13.09908333,14893.0,17240.0,-2347.0,23859.0,25707.0,-1848.0,17454.0,20263.0,-2809.0,320.0,341.0,-21.0,553.0,545.0,8.0,1,0
6539,0.0,1.0,1.0,0.0,3.497433333,1.0,6.114233333,1.0,11.70798333,1.0,13.09908333,17240.0,14893.0,2347.0,25707.0,23859.0,1848.0,20263.0,17454.0,2809.0,341.0,320.0,21.0,545.0,553.0,-8.0,0,1
6550,0.0,1.0,1.0,0.0,5.500366667000001,-9999.0,-9999.0,-9999.0,-9999.0,1.0,10.76588333,16036.0,14796.0,1240.0,26875.0,22966.0,3909.0,19235.0,18466.0,769.0,349.0,343.0,6.0,550.0,550.0,0.0,1,0
6551,1.0,0.0,0.0,1.0,5.500366667000001,-9999.0,-9999.0,-9999.0,-9999.0,0.0,10.76588333,14796.0,16036.0,-1240.0,22966.0,26875.0,-3909.0,18466.0,19235.0,-769.0,343.0,349.0,-6.0,550.0,550.0,0.0,0,1
6562,0.0,0.0,0.0,1.0,8.939016667,-9999.0,-9999.0,0.0,10.30898333,0.0,9.542933332999999,15292.0,16662.0,-1370.0,23101.0,25258.0,-2157.0,17546.0,19273.0,-1727.0,289.0,334.0,-45.0,490.0,549.0,-59.0,1,0
6563,1.0,1.0,1.0,0.0,8.939016667,-9999.0,-9999.0,1.0,10.30898333,1.0,9.542933332999999,16662.0,15292.0,1370.0,25258.0,23101.0,2157.0,19273.0,17546.0,1727.0,334.0,289.0,45.0,549.0,490.0,59.0,0,1
6574,1.0,1.0,1.0,0.0,4.517716667,1.0,11.00285,1.0,11.88261667,-9999.0,-9999.0,17027.0,15799.0,1228.0,25684.0,24058.0,1626.0,19775.0,18328.0,1447.0,343.0,318.0,25.0,556.0,527.0,29.0,1,0
6575,0.0,0.0,0.0,1.0,4.517716667,0.0,11.00285,0.0,11.88261667,-9999.0,-9999.0,15799.0,17027.0,-1228.0,24058.0,25684.0,-1626.0,18328.0,19775.0,-1447.0,318.0,343.0,-25.0,527.0,556.0,-29.0,0,1
6586,1.0,1.0,1.0,0.0,2.414666667,1.0,12.09455,0.0,12.09015,1.0,13.98173333,16418.0,14841.0,1577.0,26928.0,22537.0,4391.0,19016.0,18725.0,291.0,340.0,312.0,28.0,578.0,506.0,72.0,1,0
6587,0.0,0.0,0.0,1.0,2.414666667,0.0,12.09455,1.0,12.09015,0.0,13.98173333,14841.0,16418.0,-1577.0,22537.0,26928.0,-4391.0,18725.0,19016.0,-291.0,312.0,340.0,-28.0,506.0,578.0,-72.0,0,1
6598,1.0,1.0,1.0,0.0,8.233316667,1.0,9.875283332999999,1.0,14.36326667,0.0,14.06715,16339.0,15353.0,986.0,24588.0,23931.0,657.0,20166.0,19317.0,849.0,354.0,347.0,7.0,549.0,526.0,23.0,1,0
6599,0.0,0.0,0.0,1.0,8.233316667,0.0,9.875283332999999,0.0,14.36326667,1.0,14.06715,15353.0,16339.0,-986.0,23931.0,24588.0,-657.0,19317.0,20166.0,-849.0,347.0,354.0,-7.0,526.0,549.0,-23.0,0,1
6610,0.0,0.0,0.0,1.0,3.4393833330000003,-9999.0,-9999.0,1.0,14.29576667,-9999.0,-9999.0,15318.0,16287.0,-969.0,23735.0,24283.0,-548.0,18547.0,19793.0,-1246.0,345.0,355.0,-10.0,540.0,559.0,-19.0,1,0
6611,1.0,1.0,1.0,0.0,3.4393833330000003,-9999.0,-9999.0,0.0,14.29576667,-9999.0,-9999.0,16287.0,15318.0,969.0,24283.0,23735.0,548.0,19793.0,18547.0,1246.0,355.0,345.0,10.0,559.0,540.0,19.0,0,1
6622,1.0,1.0,1.0,0.0,10.61633333,0.0,9.098716667,-9999.0,-9999.0,-9999.0,-9999.0,15375.0,15308.0,67.0,24483.0,23309.0,1174.0,19144.0,19774.0,-630.0,369.0,364.0,5.0,570.0,557.0,13.0,1,0
6623,0.0,0.0,0.0,1.0,10.61633333,1.0,9.098716667,-9999.0,-9999.0,-9999.0,-9999.0,15308.0,15375.0,-67.0,23309.0,24483.0,-1174.0,19774.0,19144.0,630.0,364.0,369.0,-5.0,557.0,570.0,-13.0,0,1
6634,0.0,0.0,0.0,1.0,7.745666667,0.0,13.16861667,0.0,11.54501667,1.0,12.40448333,15526.0,16116.0,-590.0,25262.0,24454.0,808.0,18795.0,19089.0,-294.0,327.0,333.0,-6.0,508.0,542.0,-34.0,1,0
6635,1.0,1.0,1.0,0.0,7.745666667,1.0,13.16861667,1.0,11.54501667,0.0,12.40448333,16116.0,15526.0,590.0,24454.0,25262.0,-808.0,19089.0,18795.0,294.0,333.0,327.0,6.0,542.0,508.0,34.0,0,1
6646,1.0,1.0,1.0,0.0,12.43165,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15186.0,15254.0,-68.0,23781.0,22323.0,1458.0,19644.0,19398.0,246.0,342.0,353.0,-11.0,553.0,532.0,21.0,1,0
6647,0.0,0.0,0.0,1.0,12.43165,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15254.0,15186.0,68.0,22323.0,23781.0,-1458.0,19398.0,19644.0,-246.0,353.0,342.0,11.0,532.0,553.0,-21.0,0,1
6658,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,8.548116667,1.0,11.20213333,-9999.0,-9999.0,15642.0,15142.0,500.0,23710.0,23754.0,-44.0,19557.0,19480.0,77.0,355.0,348.0,7.0,574.0,592.0,-18.0,1,0
6659,1.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,8.548116667,0.0,11.20213333,-9999.0,-9999.0,15142.0,15642.0,-500.0,23754.0,23710.0,44.0,19480.0,19557.0,-77.0,348.0,355.0,-7.0,592.0,574.0,18.0,0,1
6670,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,9.039766667,-9999.0,-9999.0,-9999.0,-9999.0,14930.0,15651.0,-721.0,22798.0,23909.0,-1111.0,18779.0,19087.0,-308.0,329.0,345.0,-16.0,536.0,558.0,-22.0,1,0
6671,1.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,9.039766667,-9999.0,-9999.0,-9999.0,-9999.0,15651.0,14930.0,721.0,23909.0,22798.0,1111.0,19087.0,18779.0,308.0,345.0,329.0,16.0,558.0,536.0,22.0,0,1
6682,1.0,0.0,0.0,1.0,5.150633333,1.0,5.60605,1.0,14.57368333,-9999.0,-9999.0,16252.0,15406.0,846.0,24452.0,23549.0,903.0,19369.0,18162.0,1207.0,346.0,320.0,26.0,579.0,550.0,29.0,1,0
6683,0.0,1.0,1.0,0.0,5.150633333,0.0,5.60605,0.0,14.57368333,-9999.0,-9999.0,15406.0,16252.0,-846.0,23549.0,24452.0,-903.0,18162.0,19369.0,-1207.0,320.0,346.0,-26.0,550.0,579.0,-29.0,0,1
6694,0.0,0.0,0.0,1.0,12.0561,0.0,9.137083333,1.0,11.59696667,0.0,11.33958333,15525.0,15202.0,323.0,24654.0,26050.0,-1396.0,19740.0,19864.0,-124.0,364.0,342.0,22.0,564.0,540.0,24.0,1,0
6695,1.0,1.0,1.0,0.0,12.0561,1.0,9.137083333,0.0,11.59696667,1.0,11.33958333,15202.0,15525.0,-323.0,26050.0,24654.0,1396.0,19864.0,19740.0,124.0,342.0,364.0,-22.0,540.0,564.0,-24.0,0,1
6706,0.0,1.0,1.0,0.0,6.351916667,0.0,11.02138333,-9999.0,-9999.0,-9999.0,-9999.0,15267.0,15875.0,-608.0,23508.0,24839.0,-1331.0,18028.0,18666.0,-638.0,318.0,350.0,-32.0,541.0,578.0,-37.0,1,0
6707,1.0,0.0,0.0,1.0,6.351916667,1.0,11.02138333,-9999.0,-9999.0,-9999.0,-9999.0,15875.0,15267.0,608.0,24839.0,23508.0,1331.0,18666.0,18028.0,638.0,350.0,318.0,32.0,578.0,541.0,37.0,0,1
6718,0.0,1.0,1.0,0.0,7.723566667,0.0,10.12006667,1.0,11.9374,1.0,11.95775,15457.0,14294.0,1163.0,24888.0,23221.0,1667.0,18580.0,17485.0,1095.0,331.0,300.0,31.0,531.0,502.0,29.0,1,0
6719,1.0,0.0,0.0,1.0,7.723566667,1.0,10.12006667,0.0,11.9374,0.0,11.95775,14294.0,15457.0,-1163.0,23221.0,24888.0,-1667.0,17485.0,18580.0,-1095.0,300.0,331.0,-31.0,502.0,531.0,-29.0,0,1
6730,1.0,1.0,1.0,0.0,5.3657333330000005,1.0,11.97531667,-9999.0,-9999.0,-9999.0,-9999.0,17041.0,15878.0,1163.0,25760.0,24408.0,1352.0,19648.0,19249.0,399.0,341.0,337.0,4.0,574.0,547.0,27.0,1,0
6731,0.0,0.0,0.0,1.0,5.3657333330000005,0.0,11.97531667,-9999.0,-9999.0,-9999.0,-9999.0,15878.0,17041.0,-1163.0,24408.0,25760.0,-1352.0,19249.0,19648.0,-399.0,337.0,341.0,-4.0,547.0,574.0,-27.0,0,1
6742,0.0,0.0,0.0,1.0,8.891466667000001,0.0,9.54325,-9999.0,-9999.0,-9999.0,-9999.0,15573.0,15678.0,-105.0,23701.0,23871.0,-170.0,19370.0,19186.0,184.0,348.0,324.0,24.0,560.0,532.0,28.0,1,0
6743,1.0,1.0,1.0,0.0,8.891466667000001,1.0,9.54325,-9999.0,-9999.0,-9999.0,-9999.0,15678.0,15573.0,105.0,23871.0,23701.0,170.0,19186.0,19370.0,-184.0,324.0,348.0,-24.0,532.0,560.0,-28.0,0,1
