,result,fb,fbassist,fbvictim,fbtime,fd,fdtime,herald,heraldtime,ft,fttime,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15,side_Blue,side_Red
3647,1.0,1.0,1.0,0.0,7.4612,0.0,9.897533333,-9999.0,-9999.0,1.0,10.03453333,15681.0,13977.0,1704.0,26006.0,21690.0,4316.0,18767.0,17321.0,1446.0,329.0,303.0,26.0,499.0,479.0,20.0,0,1
3658,1.0,1.0,1.0,0.0,1.03,-9999.0,-9999.0,0.0,11.7235,0.0,10.86345,14700.0,15175.0,-475.0,22797.0,24395.0,-1598.0,17701.0,19129.0,-1428.0,295.0,331.0,-36.0,481.0,545.0,-64.0,1,0
3659,0.0,0.0,0.0,1.0,1.03,-9999.0,-9999.0,1.0,11.7235,1.0,10.86345,15175.0,14700.0,475.0,24395.0,22797.0,1598.0,19129.0,17701.0,1428.0,331.0,295.0,36.0,545.0,481.0,64.0,0,1
3670,1.0,1.0,1.0,0.0,8.115116667,0.0,12.68681667,-9999.0,-9999.0,-9999.0,-9999.0,15992.0,15091.0,901.0,24101.0,22964.0,1137.0,20039.0,19329.0,710.0,366.0,350.0,16.0,546.0,532.0,14.0,1,0
3671,0.0,0.0,0.0,1.0,8.115116667,1.0,12.68681667,-9999.0,-9999.0,-9999.0,-9999.0,15091.0,15992.0,-901.0,22964.0,24101.0,-1137.0,19329.0,20039.0,-710.0,350.0,366.0,-16.0,532.0,546.0,-14.0,0,1
3682,0.0,1.0,1.0,0.0,2.250266667,0.0,10.45025,-9999.0,-9999.0,-9999.0,-9999.0,15004.0,15348.0,-344.0,22488.0,23184.0,-696.0,17297.0,16611.0,686.0,274.0,306.0,-32.0,473.0,521.0,-48.0,1,0
3683,1.0,0.0,0.0,1.0,2.250266667,1.0,10.45025,-9999.0,-9999.0,-9999.0,-9999.0,15348.0,15004.0,344.0,23184.0,22488.0,696.0,16611.0,17297.0,-686.0,306.0,274.0,32.0,521.0,473.0,48.0,0,1
3694,0.0,1.0,1.0,0.0,10.8526,1.0,9.55895,-9999.0,-9999.0,1.0,11.44876667,14193.0,14838.0,-645.0,23308.0,23038.0,270.0,17271.0,18368.0,-1097.0,309.0,338.0,-29.0,502.0,544.0,-42.0,1,0
3695,1.0,0.0,0.0,1.0,10.8526,0.0,9.55895,-9999.0,-9999.0,0.0,11.44876667,14838.0,14193.0,645.0,23038.0,23308.0,-270.0,18368.0,17271.0,1097.0,338.0,309.0,29.0,544.0,502.0,42.0,0,1
3706,0.0,1.0,1.0,0.0,3.351266667,-9999.0,-9999.0,0.0,10.55843333,0.0,11.59513333,14880.0,14894.0,-14.0,22940.0,24422.0,-1482.0,18954.0,19027.0,-73.0,314.0,335.0,-21.0,511.0,522.0,-11.0,1,0
3707,1.0,0.0,0.0,1.0,3.351266667,-9999.0,-9999.0,1.0,10.55843333,1.0,11.59513333,14894.0,14880.0,14.0,24422.0,22940.0,1482.0,19027.0,18954.0,73.0,335.0,314.0,21.0,522.0,511.0,11.0,0,1
3718,1.0,0.0,0.0,1.0,9.187666667,1.0,8.458633333,-9999.0,-9999.0,-9999.0,-9999.0,15539.0,15629.0,-90.0,23696.0,24321.0,-625.0,18762.0,18879.0,-117.0,358.0,311.0,47.0,583.0,520.0,63.0,1,0
3719,0.0,1.0,1.0,0.0,9.187666667,0.0,8.458633333,-9999.0,-9999.0,-9999.0,-9999.0,15629.0,15539.0,90.0,24321.0,23696.0,625.0,18879.0,18762.0,117.0,311.0,358.0,-47.0,520.0,583.0,-63.0,0,1
3730,0.0,0.0,0.0,1.0,5.819666667000001,1.0,13.7891,0.0,13.77841667,0.0,7.971733332999999,14747.0,16967.0,-2220.0,22335.0,27024.0,-4689.0,16859.0,18664.0,-1805.0,309.0,296.0,13.0,457.0,459.0,-2.0,1,0
3731,1.0,1.0,0.0,0.0,5.819666667000001,0.0,13.7891,1.0,13.77841667,1.0,7.971733332999999,16967.0,14747.0,2220.0,27024.0,22335.0,4689.0,18664.0,16859.0,1805.0,296.0,309.0,-13.0,459.0,457.0,2.0,0,1
3742,0.0,0.0,0.0,1.0,4.460366667,0.0,9.943416667000001,-9999.0,-9999.0,-9999.0,-9999.0,14884.0,16255.0,-1371.0,22380.0,24261.0,-1881.0,18179.0,18330.0,-151.0,312.0,335.0,-23.0,506.0,550.0,-44.0,1,0
3743,1.0,1.0,1.0,0.0,4.460366667,1.0,9.943416667000001,-9999.0,-9999.0,-9999.0,-9999.0,16255.0,14884.0,1371.0,24261.0,22380.0,1881.0,18330.0,18179.0,151.0,335.0,312.0,23.0,550.0,506.0,44.0,0,1
3754,0.0,1.0,1.0,0.0,8.475983333,0.0,8.627266667,1.0,11.36105,1.0,9.056266667000001,16482.0,14825.0,1657.0,25350.0,25416.0,-66.0,19136.0,18837.0,299.0,326.0,326.0,0.0,505.0,512.0,-7.0,1,0
3755,1.0,0.0,0.0,1.0,8.475983333,1.0,8.627266667,0.0,11.36105,0.0,9.056266667000001,14825.0,16482.0,-1657.0,25416.0,25350.0,66.0,18837.0,19136.0,-299.0,326.0,326.0,0.0,512.0,505.0,7.0,0,1
3766,1.0,0.0,0.0,1.0,3.76415,-9999.0,-9999.0,0.0,13.95623333,0.0,12.96796667,15137.0,16350.0,-1213.0,23228.0,26048.0,-2820.0,18742.0,19257.0,-515.0,348.0,353.0,-5.0,541.0,537.0,4.0,1,0
3767,0.0,1.0,1.0,0.0,3.76415,-9999.0,-9999.0,1.0,13.95623333,1.0,12.96796667,16350.0,15137.0,1213.0,26048.0,23228.0,2820.0,19257.0,18742.0,515.0,353.0,348.0,5.0,537.0,541.0,-4.0,0,1
3778,1.0,1.0,1.0,0.0,11.80398333,0.0,10.15145,-9999.0,-9999.0,1.0,14.94448333,14818.0,14904.0,-86.0,23307.0,21861.0,1446.0,18696.0,19086.0,-390.0,343.0,338.0,5.0,513.0,513.0,0.0,1,0
3779,0.0,0.0,0.0,1.0,11.80398333,1.0,10.15145,-9999.0,-9999.0,0.0,14.94448333,14904.0,14818.0,86.0,21861.0,23307.0,-1446.0,19086.0,18696.0,390.0,338.0,343.0,-5.0,513.0,513.0,0.0,0,1
3790,1.0,1.0,1.0,0.0,9.682866667,1.0,9.54445,1.0,13.81046667,0.0,12.42708333,16387.0,14917.0,1470.0,25417.0,23341.0,2076.0,19783.0,18454.0,1329.0,336.0,344.0,-8.0,510.0,511.0,-1.0,1,0
3791,0.0,0.0,0.0,1.0,9.682866667,0.0,9.54445,0.0,13.81046667,1.0,12.42708333,14917.0,16387.0,-1470.0,23341.0,25417.0,-2076.0,18454.0,19783.0,-1329.0,344.0,336.0,8.0,511.0,510.0,1.0,0,1
3802,0.0,0.0,0.0,1.0,12.02945,1.0,9.774616667,0.0,11.66898333,0.0,12.788,15519.0,15139.0,380.0,23220.0,26159.0,-2939.0,19165.0,19201.0,-36.0,362.0,358.0,4.0,567.0,583.0,-16.0,1,0
3803,1.0,1.0,1.0,0.0,12.02945,0.0,9.774616667,1.0,11.66898333,1.0,12.788,15139.0,15519.0,-380.0,26159.0,23220.0,2939.0,19201.0,19165.0,36.0,358.0,362.0,-4.0,583.0,567.0,16.0,0,1
3814,1.0,1.0,1.0,0.0,9.01065,0.0,13.7206,1.0,14.796,-9999.0,-9999.0,16396.0,14790.0,1606.0,24021.0,22732.0,1289.0,19942.0,18652.0,1290.0,355.0,326.0,29.0,531.0,506.0,25.0,1,0
3815,0.0,0.0,0.0,1.0,9.01065,1.0,13.7206,0.0,14.796,-9999.0,-9999.0,14790.0,16396.0,-1606.0,22732.0,24021.0,-1289.0,18652.0,19942.0,-1290.0,326.0,355.0,-29.0,506.0,531.0,-25.0,0,1
3826,1.0,0.0,0.0,1.0,11.70323333,1.0,9.7952,-9999.0,-9999.0,0.0,12.45465,15003.0,14870.0,133.0,22804.0,23993.0,-1189.0,18346.0,19095.0,-749.0,336.0,335.0,1.0,533.0,508.0,25.0,1,0
3827,0.0,1.0,1.0,0.0,11.70323333,0.0,9.7952,-9999.0,-9999.0,1.0,12.45465,14870.0,15003.0,-133.0,23993.0,22804.0,1189.0,19095.0,18346.0,749.0,335.0,336.0,-1.0,508.0,533.0,-25.0,0,1
3838,0.0,0.0,0.0,1.0,2.5500833330000003,-9999.0,-9999.0,-9999.0,-9999.0,0.0,11.58271667,14178.0,15197.0,-1019.0,21546.0,24478.0,-2932.0,16378.0,17612.0,-1234.0,313.0,309.0,4.0,486.0,480.0,6.0,1,0
3839,1.0,1.0,1.0,0.0,2.5500833330000003,-9999.0,-9999.0,-9999.0,-9999.0,1.0,11.58271667,15197.0,14178.0,1019.0,24478.0,21546.0,2932.0,17612.0,16378.0,1234.0,309.0,313.0,-4.0,480.0,486.0,-6.0,0,1
3850,1.0,0.0,0.0,1.0,8.937816667,1.0,9.28615,-9999.0,-9999.0,1.0,12.13778333,15266.0,15808.0,-542.0,25045.0,24558.0,487.0,17929.0,18115.0,-186.0,297.0,288.0,9.0,515.0,512.0,3.0,1,0
3851,0.0,1.0,1.0,0.0,8.937816667,0.0,9.28615,-9999.0,-9999.0,0.0,12.13778333,15808.0,15266.0,542.0,24558.0,25045.0,-487.0,18115.0,17929.0,186.0,288.0,297.0,-9.0,512.0,515.0,-3.0,0,1
3862,0.0,0.0,0.0,1.0,14.23345,1.0,9.18995,-9999.0,-9999.0,1.0,11.17718333,14586.0,15012.0,-426.0,22515.0,22571.0,-56.0,19026.0,19573.0,-547.0,325.0,343.0,-18.0,500.0,509.0,-9.0,1,0
3863,1.0,1.0,1.0,0.0,14.23345,0.0,9.18995,-9999.0,-9999.0,0.0,11.17718333,15012.0,14586.0,426.0,22571.0,22515.0,56.0,19573.0,19026.0,547.0,343.0,325.0,18.0,509.0,500.0,9.0,0,1
4282,1.0,0.0,0.0,1.0,5.131066667,-9999.0,-9999.0,1.0,10.66478333,1.0,12.12848333,15005.0,15453.0,-448.0,23326.0,24233.0,-907.0,18349.0,18551.0,-202.0,327.0,302.0,25.0,512.0,524.0,-12.0,1,0
4283,0.0,1.0,1.0,0.0,5.131066667,-9999.0,-9999.0,0.0,10.66478333,0.0,12.12848333,15453.0,15005.0,448.0,24233.0,23326.0,907.0,18551.0,18349.0,202.0,302.0,327.0,-25.0,524.0,512.0,12.0,0,1
4294,1.0,1.0,1.0,0.0,14.68853333,1.0,12.94788333,0.0,11.07045,1.0,10.39771667,15496.0,15235.0,261.0,25744.0,23568.0,2176.0,19361.0,18852.0,509.0,364.0,327.0,37.0,599.0,515.0,84.0,1,0
4295,0.0,0.0,0.0,1.0,14.68853333,0.0,12.94788333,1.0,11.07045,0.0,10.39771667,15235.0,15496.0,-261.0,23568.0,25744.0,-2176.0,18852.0,19361.0,-509.0,327.0,364.0,-37.0,515.0,599.0,-84.0,0,1
4306,1.0,1.0,1.0,0.0,10.48611667,0.0,10.2695,1.0,11.47018333,0.0,10.68,14793.0,14697.0,96.0,24595.0,24306.0,289.0,18823.0,19042.0,-219.0,336.0,324.0,12.0,524.0,545.0,-21.0,1,0
4307,0.0,0.0,0.0,1.0,10.48611667,1.0,10.2695,0.0,11.47018333,1.0,10.68,14697.0,14793.0,-96.0,24306.0,24595.0,-289.0,19042.0,18823.0,219.0,324.0,336.0,-12.0,545.0,524.0,21.0,0,1
4318,0.0,0.0,0.0,1.0,3.663966667,0.0,10.58791667,-9999.0,-9999.0,1.0,13.65765,14934.0,16593.0,-1659.0,24586.0,25856.0,-1270.0,18862.0,20095.0,-1233.0,329.0,379.0,-50.0,530.0,585.0,-55.0,1,0
4319,1.0,1.0,1.0,0.0,3.663966667,1.0,10.58791667,-9999.0,-9999.0,0.0,13.65765,16593.0,14934.0,1659.0,25856.0,24586.0,1270.0,20095.0,18862.0,1233.0,379.0,329.0,50.0,585.0,530.0,55.0,0,1
4330,1.0,0.0,0.0,1.0,7.510433333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16038.0,16096.0,-58.0,25458.0,24226.0,1232.0,18917.0,19331.0,-414.0,328.0,349.0,-21.0,566.0,555.0,11.0,1,0
4331,0.0,1.0,1.0,0.0,7.510433333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16096.0,16038.0,58.0,24226.0,25458.0,-1232.0,19331.0,18917.0,414.0,349.0,328.0,21.0,555.0,566.0,-11.0,0,1
4342,1.0,1.0,1.0,0.0,4.829516667,1.0,13.38011667,1.0,11.47741667,1.0,11.31446667,16176.0,14858.0,1318.0,25689.0,22261.0,3428.0,19246.0,18302.0,944.0,305.0,294.0,11.0,511.0,485.0,26.0,1,0
4343,0.0,0.0,0.0,1.0,4.829516667,0.0,13.38011667,0.0,11.47741667,0.0,11.31446667,14858.0,16176.0,-1318.0,22261.0,25689.0,-3428.0,18302.0,19246.0,-944.0,294.0,305.0,-11.0,485.0,511.0,-26.0,0,1
4354,0.0,0.0,0.0,1.0,4.291466667,0.0,10.60193333,1.0,13.49131667,-9999.0,-9999.0,15428.0,16686.0,-1258.0,23678.0,25565.0,-1887.0,19159.0,19833.0,-674.0,358.0,357.0,1.0,582.0,589.0,-7.0,1,0
4355,1.0,1.0,1.0,0.0,4.291466667,1.0,10.60193333,0.0,13.49131667,-9999.0,-9999.0,16686.0,15428.0,1258.0,25565.0,23678.0,1887.0,19833.0,19159.0,674.0,357.0,358.0,-1.0,589.0,582.0,7.0,0,1
4366,0.0,0.0,0.0,1.0,7.5138,1.0,11.17031667,0.0,11.59605,-9999.0,-9999.0,15445.0,15978.0,-533.0,23739.0,24000.0,-261.0,19056.0,19145.0,-89.0,367.0,348.0,19.0,606.0,567.0,39.0,1,0
4367,1.0,1.0,1.0,0.0,7.5138,0.0,11.17031667,1.0,11.59605,-9999.0,-9999.0,15978.0,15445.0,533.0,24000.0,23739.0,261.0,19145.0,19056.0,89.0,348.0,367.0,-19.0,567.0,606.0,-39.0,0,1
4378,0.0,1.0,0.0,0.0,5.716633333,0.0,9.65055,-9999.0,-9999.0,0.0,14.50945,15922.0,15161.0,761.0,23363.0,24942.0,-1579.0,19326.0,18472.0,854.0,331.0,321.0,10.0,523.0,511.0,12.0,1,0
4379,1.0,0.0,0.0,1.0,5.716633333,1.0,9.65055,-9999.0,-9999.0,1.0,14.50945,15161.0,15922.0,-761.0,24942.0,23363.0,1579.0,18472.0,19326.0,-854.0,321.0,331.0,-10.0,511.0,523.0,-12.0,0,1
4390,0.0,0.0,0.0,1.0,11.98865,0.0,14.92603333,-9999.0,-9999.0,-9999.0,-9999.0,15300.0,16195.0,-895.0,23241.0,25415.0,-2174.0,18729.0,19659.0,-930.0,326.0,387.0,-61.0,509.0,616.0,-107.0,1,0
4391,1.0,1.0,1.0,0.0,11.98865,1.0,14.92603333,-9999.0,-9999.0,-9999.0,-9999.0,16195.0,15300.0,895.0,25415.0,23241.0,2174.0,19659.0,18729.0,930.0,387.0,326.0,61.0,616.0,509.0,107.0,0,1
4402,1.0,1.0,1.0,0.0,3.67435,0.0,8.300266667,-9999.0,-9999.0,-9999.0,-9999.0,15952.0,14848.0,1104.0,23871.0,22919.0,952.0,19310.0,19155.0,155.0,322.0,334.0,-12.0,492.0,518.0,-26.0,1,0
4403,0.0,0.0,0.0,1.0,3.67435,1.0,8.300266667,-9999.0,-9999.0,-9999.0,-9999.0,14848.0,15952.0,-1104.0,22919.0,23871.0,-952.0,19155.0,19310.0,-155.0,334.0,322.0,12.0,518.0,492.0,26.0,0,1
4414,1.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,7.7189999999999985,0.0,13.52913333,-9999.0,-9999.0,15417.0,15889.0,-472.0,23732.0,24341.0,-609.0,19271.0,19650.0,-379.0,363.0,378.0,-15.0,588.0,607.0,-19.0,1,0
4415,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.7189999999999985,1.0,13.52913333,-9999.0,-9999.0,15889.0,15417.0,472.0,24341.0,23732.0,609.0,19650.0,19271.0,379.0,378.0,363.0,15.0,607.0,588.0,19.0,0,1
4426,0.0,0.0,0.0,1.0,3.508766667,1.0,10.78126667,-9999.0,-9999.0,0.0,12.09666667,15123.0,16303.0,-1180.0,22597.0,27166.0,-4569.0,18790.0,19367.0,-577.0,327.0,360.0,-33.0,495.0,563.0,-68.0,1,0
4427,1.0,1.0,1.0,0.0,3.508766667,0.0,10.78126667,-9999.0,-9999.0,1.0,12.09666667,16303.0,15123.0,1180.0,27166.0,22597.0,4569.0,19367.0,18790.0,577.0,360.0,327.0,33.0,563.0,495.0,68.0,0,1
4438,1.0,1.0,1.0,0.0,2.551783333,0.0,14.1672,-9999.0,-9999.0,-9999.0,-9999.0,15534.0,14806.0,728.0,23237.0,23396.0,-159.0,18988.0,18461.0,527.0,330.0,335.0,-5.0,536.0,550.0,-14.0,1,0
4439,0.0,0.0,0.0,1.0,2.551783333,1.0,14.1672,-9999.0,-9999.0,-9999.0,-9999.0,14806.0,15534.0,-728.0,23396.0,23237.0,159.0,18461.0,18988.0,-527.0,335.0,330.0,5.0,550.0,536.0,14.0,0,1
4450,1.0,0.0,0.0,1.0,5.1092833330000005,0.0,8.089616667,-9999.0,-9999.0,1.0,13.51996667,15674.0,14828.0,846.0,26261.0,22677.0,3584.0,18180.0,17741.0,439.0,311.0,283.0,28.0,476.0,450.0,26.0,1,0
4451,0.0,1.0,0.0,0.0,5.1092833330000005,1.0,8.089616667,-9999.0,-9999.0,0.0,13.51996667,14828.0,15674.0,-846.0,22677.0,26261.0,-3584.0,17741.0,18180.0,-439.0,283.0,311.0,-28.0,450.0,476.0,-26.0,0,1
4462,1.0,1.0,1.0,0.0,5.183733333,1.0,12.82401667,1.0,11.07283333,1.0,11.72375,15984.0,15048.0,936.0,24982.0,23546.0,1436.0,19260.0,18746.0,514.0,343.0,334.0,9.0,560.0,560.0,0.0,1,0
4463,0.0,0.0,0.0,1.0,5.183733333,0.0,12.82401667,0.0,11.07283333,0.0,11.72375,15048.0,15984.0,-936.0,23546.0,24982.0,-1436.0,18746.0,19260.0,-514.0,334.0,343.0,-9.0,560.0,560.0,0.0,0,1
4474,0.0,0.0,0.0,1.0,8.402116667,0.0,7.386966667,-9999.0,-9999.0,0.0,11.65911667,14688.0,15347.0,-659.0,22597.0,25413.0,-2816.0,18235.0,18840.0,-605.0,332.0,331.0,1.0,509.0,515.0,-6.0,1,0
4475,1.0,1.0,1.0,0.0,8.402116667,1.0,7.386966667,-9999.0,-9999.0,1.0,11.65911667,15347.0,14688.0,659.0,25413.0,22597.0,2816.0,18840.0,18235.0,605.0,331.0,332.0,-1.0,515.0,509.0,6.0,0,1
4486,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.01173333,-9999.0,-9999.0,15253.0,15608.0,-355.0,23594.0,24034.0,-440.0,19436.0,19452.0,-16.0,352.0,360.0,-8.0,592.0,604.0,-12.0,1,0
4487,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,12.01173333,-9999.0,-9999.0,15608.0,15253.0,355.0,24034.0,23594.0,440.0,19452.0,19436.0,16.0,360.0,352.0,8.0,604.0,592.0,12.0,0,1
4498,1.0,1.0,1.0,0.0,7.4351,1.0,9.336283332999999,-9999.0,-9999.0,0.0,14.93333333,15800.0,15259.0,541.0,24768.0,24504.0,264.0,19008.0,18591.0,417.0,318.0,345.0,-27.0,525.0,547.0,-22.0,1,0
4499,0.0,0.0,0.0,1.0,7.4351,0.0,9.336283332999999,-9999.0,-9999.0,1.0,14.93333333,15259.0,15800.0,-541.0,24504.0,24768.0,-264.0,18591.0,19008.0,-417.0,345.0,318.0,27.0,547.0,525.0,22.0,0,1
4510,0.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,7.7426,-9999.0,-9999.0,-9999.0,-9999.0,15008.0,15382.0,-374.0,22969.0,23982.0,-1013.0,19164.0,19096.0,68.0,339.0,351.0,-12.0,543.0,586.0,-43.0,1,0
4511,1.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.7426,-9999.0,-9999.0,-9999.0,-9999.0,15382.0,15008.0,374.0,23982.0,22969.0,1013.0,19096.0,19164.0,-68.0,351.0,339.0,12.0,586.0,543.0,43.0,0,1
4522,1.0,1.0,1.0,0.0,10.59633333,0.0,10.28165,0.0,12.61903333,1.0,12.34068333,15796.0,15194.0,602.0,25126.0,21842.0,3284.0,19650.0,19712.0,-62.0,355.0,349.0,6.0,548.0,512.0,36.0,1,0
4523,0.0,0.0,0.0,1.0,10.59633333,1.0,10.28165,1.0,12.61903333,0.0,12.34068333,15194.0,15796.0,-602.0,21842.0,25126.0,-3284.0,19712.0,19650.0,62.0,349.0,355.0,-6.0,512.0,548.0,-36.0,0,1
4534,1.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,9.688416667,-9999.0,-9999.0,-9999.0,-9999.0,15082.0,15586.0,-504.0,23139.0,23882.0,-743.0,19072.0,19150.0,-78.0,345.0,352.0,-7.0,550.0,583.0,-33.0,1,0
4535,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,9.688416667,-9999.0,-9999.0,-9999.0,-9999.0,15586.0,15082.0,504.0,23882.0,23139.0,743.0,19150.0,19072.0,78.0,352.0,345.0,7.0,583.0,550.0,33.0,0,1
4546,0.0,0.0,0.0,1.0,3.719733333,-9999.0,-9999.0,0.0,12.5035,1.0,14.71815,15463.0,15588.0,-125.0,24931.0,22771.0,2160.0,19053.0,19068.0,-15.0,366.0,320.0,46.0,587.0,496.0,91.0,1,0
4547,1.0,1.0,1.0,0.0,3.719733333,-9999.0,-9999.0,1.0,12.5035,0.0,14.71815,15588.0,15463.0,125.0,22771.0,24931.0,-2160.0,19068.0,19053.0,15.0,320.0,366.0,-46.0,496.0,587.0,-91.0,0,1
4558,0.0,1.0,1.0,0.0,3.008566667,-9999.0,-9999.0,0.0,13.41063333,0.0,14.01558333,15200.0,14691.0,509.0,21786.0,25091.0,-3305.0,18868.0,18436.0,432.0,325.0,325.0,0.0,463.0,483.0,-20.0,1,0
4559,1.0,0.0,0.0,1.0,3.008566667,-9999.0,-9999.0,1.0,13.41063333,1.0,14.01558333,14691.0,15200.0,-509.0,25091.0,21786.0,3305.0,18436.0,18868.0,-432.0,325.0,325.0,0.0,483.0,463.0,20.0,0,1
4570,0.0,0.0,0.0,1.0,7.435016667,0.0,13.6323,0.0,11.02541667,0.0,13.21003333,15134.0,16538.0,-1404.0,23055.0,26693.0,-3638.0,19054.0,19783.0,-729.0,340.0,379.0,-39.0,555.0,626.0,-71.0,1,0
4571,1.0,1.0,1.0,0.0,7.435016667,1.0,13.6323,1.0,11.02541667,1.0,13.21003333,16538.0,15134.0,1404.0,26693.0,23055.0,3638.0,19783.0,19054.0,729.0,379.0,340.0,39.0,626.0,555.0,71.0,0,1
4582,1.0,0.0,0.0,1.0,6.989,-9999.0,-9999.0,0.0,10.68373333,0.0,13.5172,15441.0,15352.0,89.0,24743.0,24327.0,416.0,19521.0,18954.0,567.0,356.0,327.0,29.0,571.0,546.0,25.0,1,0
4583,0.0,1.0,1.0,0.0,6.989,-9999.0,-9999.0,1.0,10.68373333,1.0,13.5172,15352.0,15441.0,-89.0,24327.0,24743.0,-416.0,18954.0,19521.0,-567.0,327.0,356.0,-29.0,546.0,571.0,-25.0,0,1
4594,0.0,1.0,1.0,0.0,7.483333332999999,0.0,13.42288333,1.0,13.1334,1.0,12.28558333,15304.0,14363.0,941.0,24884.0,22052.0,2832.0,18560.0,18220.0,340.0,332.0,315.0,17.0,571.0,530.0,41.0,1,0
4595,1.0,0.0,0.0,1.0,7.483333332999999,1.0,13.42288333,0.0,13.1334,0.0,12.28558333,14363.0,15304.0,-941.0,22052.0,24884.0,-2832.0,18220.0,18560.0,-340.0,315.0,332.0,-17.0,530.0,571.0,-41.0,0,1
4606,1.0,0.0,0.0,1.0,3.28045,0.0,9.105133333,-9999.0,-9999.0,-9999.0,-9999.0,15082.0,15910.0,-828.0,23126.0,24018.0,-892.0,18924.0,19090.0,-166.0,337.0,321.0,16.0,554.0,536.0,18.0,1,0
4607,0.0,1.0,0.0,0.0,3.28045,1.0,9.105133333,-9999.0,-9999.0,-9999.0,-9999.0,15910.0,15082.0,828.0,24018.0,23126.0,892.0,19090.0,18924.0,166.0,321.0,337.0,-16.0,536.0,554.0,-18.0,0,1
4618,1.0,1.0,1.0,0.0,8.750133332999999,-9999.0,-9999.0,1.0,14.46705,1.0,9.526083332999999,15925.0,13765.0,2160.0,25753.0,21192.0,4561.0,18629.0,17672.0,957.0,303.0,281.0,22.0,503.0,477.0,26.0,1,0
4619,0.0,0.0,0.0,1.0,8.750133332999999,-9999.0,-9999.0,0.0,14.46705,0.0,9.526083332999999,13765.0,15925.0,-2160.0,21192.0,25753.0,-4561.0,17672.0,18629.0,-957.0,281.0,303.0,-22.0,477.0,503.0,-26.0,0,1
4630,0.0,0.0,0.0,1.0,2.90995,0.0,13.63625,1.0,13.55236667,0.0,13.39101667,14938.0,15412.0,-474.0,23523.0,24260.0,-737.0,19291.0,18609.0,682.0,336.0,320.0,16.0,544.0,532.0,12.0,1,0
4631,1.0,1.0,1.0,0.0,2.90995,1.0,13.63625,0.0,13.55236667,1.0,13.39101667,15412.0,14938.0,474.0,24260.0,23523.0,737.0,18609.0,19291.0,-682.0,320.0,336.0,-16.0,532.0,544.0,-12.0,0,1
4642,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,13.1501,0.0,12.89708333,15370.0,15132.0,238.0,24196.0,23756.0,440.0,19529.0,19203.0,326.0,361.0,337.0,24.0,588.0,534.0,54.0,1,0
4643,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,13.1501,1.0,12.89708333,15132.0,15370.0,-238.0,23756.0,24196.0,-440.0,19203.0,19529.0,-326.0,337.0,361.0,-24.0,534.0,588.0,-54.0,0,1
4654,1.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,10.64556667,-9999.0,-9999.0,-9999.0,-9999.0,14751.0,15514.0,-763.0,22660.0,23395.0,-735.0,18798.0,19567.0,-769.0,330.0,354.0,-24.0,554.0,576.0,-22.0,1,0
4655,0.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,10.64556667,-9999.0,-9999.0,-9999.0,-9999.0,15514.0,14751.0,763.0,23395.0,22660.0,735.0,19567.0,18798.0,769.0,354.0,330.0,24.0,576.0,554.0,22.0,0,1
4666,1.0,1.0,1.0,0.0,11.29315,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15693.0,14707.0,986.0,24650.0,22330.0,2320.0,19504.0,18608.0,896.0,359.0,326.0,33.0,572.0,527.0,45.0,1,0
4667,0.0,0.0,0.0,1.0,11.29315,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14707.0,15693.0,-986.0,22330.0,24650.0,-2320.0,18608.0,19504.0,-896.0,326.0,359.0,-33.0,527.0,572.0,-45.0,0,1
4678,1.0,1.0,0.0,0.0,6.40575,0.0,13.66221667,-9999.0,-9999.0,-9999.0,-9999.0,15763.0,14386.0,1377.0,24324.0,21590.0,2734.0,19183.0,18601.0,582.0,356.0,314.0,42.0,539.0,505.0,34.0,1,0
4679,0.0,0.0,0.0,1.0,6.40575,1.0,13.66221667,-9999.0,-9999.0,-9999.0,-9999.0,14386.0,15763.0,-1377.0,21590.0,24324.0,-2734.0,18601.0,19183.0,-582.0,314.0,356.0,-42.0,505.0,539.0,-34.0,0,1
